GO_id,description,gene_ratio,bg_ratio,p_value,p_adjust,q_value,gene_ids,count
GO:0001570,vasculogenesis,36/5559,81/18903,0.0028469477688767,0.0175552706589436,0.0123796531239976,7049/54922/57178/9693/7422/5906/154796/6237/7137/54453/83605/3685/22976/10370/161742/1499/3726/7490/677/3791/1969/4851/55273/23414/11146/29072/6910/8829/3696/857/55294/9444/6608/93649/7476/7498,36
GO:0007422,peripheral nervous system development,36/5559,81/18903,0.0028469477688767,0.0175552706589436,0.0123796531239976,2115/2817/57716/57211/9048/56288/5457/3084/6497/861/64843/23114/10370/7368/627/5339/1960/5453/4763/6334/6526/23405/10397/208/50674/2064/1020/1605/5454/5534/30812/864/9480/1959/983/91584,36
GO:0007492,endoderm development,36/5559,83/18903,0.0046587968267015,0.0259268675860437,0.0182831488925818,54623/657/1843/1846/3624/7080/3685/4089/1291/53918/23648/1499/3175/4087/2885/2131/9241/677/3914/8861/5083/2253/57669/23168/1847/4851/8320/29072/3693/3912/4318/1303/2186/9646/1290/3281,36
GO:0061035,regulation of cartilage development,36/5559,73/18903,0.0002642874777874,0.0029780796285043,0.0021000868339073,5915/7481/55512/7704/4192/55553/5447/3491/7483/80856/8817/1499/10736/4094/5781/9241/406991/2734/7227/2737/6662/650/5914/6660/5593/658/81792/51222/5916/5744/4092/7474/129642/654/4054/8313,36
GO:0061333,renal tubule morphogenesis,36/5559,79/18903,0.0016754619962395,0.011667466906902,0.0082276824977109,5310/1739/7481/2138/7422/3280/3911/4089/2719/9653/1499/10736/56998/186/9241/7490/5087/5727/2297/2737/2253/6662/7849/650/6495/54806/8642/153572/342184/30812/6299/2246/7475/7471/6608/9500,36
GO:0071260,cellular response to mechanical stimulus,36/5559,73/18903,0.0002642874777874,0.0029780796285043,0.0021000868339073,572/355/5743/7481/6548/6513/22927/54407/90865/3480/27063/9531/50848/5734/664/5339/2729/477/1265/4214/1277/4790/8795/6662/8738/1605/578/6416/7132/9780/3659/7099/654/63895/10746/5138,36
GO:0072078,nephron tubule morphogenesis,36/5559,75/18903,0.0005122176450472,0.0048656904426431,0.0034311951697529,5310/1739/7481/2138/7422/3280/3911/4089/2719/9653/1499/10736/56998/186/9241/7490/5087/5727/2297/2737/2253/6662/7849/650/6495/54806/8642/153572/342184/30812/6299/2246/7475/7471/6608/9500,36
GO:0072088,nephron epithelium morphogenesis,36/5559,77/18903,0.0009468680175562,0.0076436779890334,0.005390180757342,5310/1739/7481/2138/7422/3280/3911/4089/2719/9653/1499/10736/56998/186/9241/7490/5087/5727/2297/2737/2253/6662/7849/650/6495/54806/8642/153572/342184/30812/6299/2246/7475/7471/6608/9500,36
GO:1902305,regulation of sodium ion transmembrane transport,36/5559,69/18903,6.00453655798884e-05,0.0009354893912808,0.0006596898669481,493/65125/1739/1785/53827/6548/2259/54800/482/2258/817/288/81831/6331/5348/477/483/9368/7533/2922/7402/7871/65267/1756/554212/23327/3784/4734/2257/154043/55800/255738/5581/150684/27347/53822,36
GO:1902893,regulation of miRNA transcription,36/5559,61/18903,1.41183219162163e-06,4.39918726374856e-05,3.10222573099266e-05,4804/6720/5978/7528/688/657/2309/1958/6597/7376/2113/9314/4091/4089/6774/2353/5617/5970/8061/3725/7490/7003/57591/6721/5155/5467/6722/2908/6662/650/5914/4775/3091/93649/7015/5465,36
GO:1904888,cranial skeletal system development,36/5559,73/18903,0.0002642874777874,0.0029780796285043,0.0021000868339073,1112/3340/8626/79977/2767/1954/5396/25902/51141/5156/7020/27173/7547/1499/10736/4087/10265/2131/9241/5079/1399/2737/2253/3664/4488/6495/2303/29072/4762/3638/2263/57589/55165/57728/25836/50515,36
GO:2000736,regulation of stem cell differentiation,36/5559,82/18903,0.0036584512918808,0.0214128954924058,0.0150999790163501,5978/1021/2146/23081/55553/3280/55818/2103/7538/5156/57459/9219/678/3192/51755/54815/6774/10524/2296/2932/6662/6939/6660/144165/4851/89780/4674/25920/10443/5591/6910/9739/182/6926/5928/4054,36
GO:0055117,regulation of cardiac muscle contraction,35/5559,78/18903,0.0026609550396815,0.0168266274568101,0.011865827375092,5318/79041/1739/3320/6548/5144/51130/51086/148/2258/7137/3270/54795/10021/805/817/808/3728/6331/6262/477/147/29119/5142/801/1756/554212/3784/1832/4092/857/8654/134/80149/5350,35
GO:1902369,negative regulation of RNA catabolic process,35/5559,82/18903,0.0070667610874746,0.0355820523139826,0.0250918071070941,7812/4904/1994/26986/10644/2521/3183/1153/23185/1432/7538/10643/10140/92345/3192/115572/10642/10605/10949/3182/9641/6556/1869/11044/23367/167153/54855/9967/10758/64282/7186/25819/51594/8313/79048,35
GO:2000036,regulation of stem cell population maintenance,35/5559,71/18903,0.0003229411480511,0.0034486264982287,0.0024319078088692,29998/1994/8626/60/5978/4849/84678/4848/64426/23506/55818/8289/2103/51123/8202/6597/63978/406937/6605/51412/9275/605/7849/60485/3622/25942/5926/51742/6608/55274/79595/6760/5928/8819/6599,35
GO:2000630,positive regulation of miRNA metabolic process,35/5559,56/18903,2.80983201084464e-07,1.21633667583543e-05,8.57738192784153e-06,4804/6720/688/657/2309/1958/6597/7376/2113/9314/4091/4089/6774/2353/5617/5970/8061/3725/7490/7003/389421/57591/6721/10984/5155/4790/6722/2908/650/3091/87178/93649/80149/7015/440823,35
GO:2000756,regulation of peptidyl-lysine acetylation,35/5559,74/18903,0.0008542760456057,0.0070642057617402,0.0049815476289644,55904/9031/672/4802/10664/4297/6418/6659/23558/4089/6622/22976/26053/1487/55209/6879/4582/10865/4800/9474/56848/55011/10891/408/29117/25942/93624/4674/57609/23411/93649/201163/23181/114825/26155,35
GO:0042698,ovulation cycle,35/5559,72/18903,0.0004522230808574,0.0044958559613907,0.0031703947138587,2099/59338/4192/2309/1958/3624/2488/5111/5156/3480/7226/2620/7079/2560/4846/3814/2/6092/658/9353/9510/4889/836/558/2492/6586/3309/5798/7301/23411/23394/4988/2069/409/5066,35
GO:0045600,positive regulation of fat cell differentiation,35/5559,72/18903,0.0004522230808574,0.0044958559613907,0.0031703947138587,7030/5743/688/27120/7704/1432/7538/54795/5292/115825/10498/9580/55252/3192/11197/51043/1040/1051/4023/677/1050/168455/406991/7494/6422/5467/3398/1385/650/6495/60485/25819/80149/8313/201501,35
GO:0048645,animal organ formation,35/5559,69/18903,0.0001582219497347,0.0020288898127015,0.0014307356802421,8626/7481/2138/3200/657/3280/5292/8928/221496/10370/1499/3516/367/2787/2131/9241/7490/6092/6604/5594/2737/2253/7849/650/6495/23213/4851/89780/10252/6091/2263/6910/2246/7474/8313,35
GO:0003208,cardiac ventricle morphogenesis,35/5559,71/18903,0.0003229411480511,0.0034486264982287,0.0024319078088692,5318/7049/10512/79977/10848/2931/657/9421/6659/54567/7137/7168/4089/5457/3084/8928/3516/55636/6664/9241/6262/2296/6604/4851/4889/23414/2303/407975/2263/6910/1832/3091/182/4092/7139,35
GO:0010921,regulation of phosphatase activity,35/5559,84/18903,0.0109237337746273,0.0497234176756146,0.0350640371727998,5788/3326/51231/80279/84687/2771/5524/261726/805/2768/84919/808/221908/7248/186/3064/4659/6093/2932/9701/22870/10842/55291/1408/650/133522/7184/5504/9863/57181/801/80316/3551/1813/153743,35
GO:0014855,striated muscle cell proliferation,35/5559,81/18903,0.0056119947113065,0.0299151784197743,0.0210956321422839,3720/7049/2254/657/2735/1432/5292/26011/1525/2047/6497/861/10370/3516/2353/205428/9241/196528/2296/5467/6495/9686/4851/60485/23414/2303/2066/407975/2263/3776/6910/65009/284/983/79647,35
GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",34/5559,68/18903,0.0002781919457436,0.0030990294474039,0.0021853784157049,7812/23034/54542/4904/26986/56915/57690/4849/27327/23112/4848/7538/23404/23318/10140/678/3192/9337/10642/7832/10605/167227/677/55802/79670/11044/5393/85456/29883/57472/64282/154197/25819/255967,34
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",34/5559,62/18903,2.47164509481515e-05,0.0004730596694824,0.0003335929550115,5725/55796/5978/10521/23543/4858/1655/58517/6431/4654/9513/60677/3192/60680/64783/51341/54033/83989/55234/10656/84530/10150/9589/10658/10284/4154/9967/54715/56853/84872/6434/4857/5936/22827,34
GO:0002287,alpha-beta T cell activation involved in immune response,34/5559,71/18903,0.0007635994935004,0.0065494903365395,0.0046185798032129,54542/5590/602/6095/5971/3718/6461/604/51176/51043/6774/9655/3726/5734/161882/406991/3566/942/84766/5914/301/3142/8320/1880/3123/4092/84695/3662/59067/80149/6778/84807/10892/3146,34
GO:0002293,alpha-beta T cell differentiation involved in immune response,34/5559,71/18903,0.0007635994935004,0.0065494903365395,0.0046185798032129,54542/5590/602/6095/5971/3718/6461/604/51176/51043/6774/9655/3726/5734/161882/406991/3566/942/84766/5914/301/3142/8320/1880/3123/4092/84695/3662/59067/80149/6778/84807/10892/3146,34
GO:0003407,neural retina development,34/5559,79/18903,0.0067577283111711,0.0343748798162888,0.0242405313237346,493/490/57096/6101/57030/3280/60436/6597/54567/7020/221935/4760/120114/6774/1735/10083/6604/85015/6662/10220/54806/4851/2823/7070/1826/5797/6096/30812/2780/286204/6094/348980/123016/22882,34
GO:0008344,adult locomotory behavior,34/5559,80/18903,0.0084876682455562,0.0409464922840969,0.0288747112459539,5048/80243/58524/2906/2043/894/351/6622/2059/57731/22941/2019/55074/7248/5090/4204/55636/5071/477/1497/7345/2636/1600/22876/26090/6387/1949/2257/9698/23287/409/1813/7545/4929,34
GO:0009166,nucleotide catabolic process,34/5559,76/18903,0.0032260105062682,0.0193380741314406,0.013636853255317,51071/5141/5151/11332/25939/23417/5143/10846/83594/5144/30833/272/53343/2272/56953/11165/215/4907/1807/252969/7378/5142/100506422/23098/7374/22978/8622/8654/7498/3251/27115/79077/5138/79873,34
GO:0009880,embryonic pattern specification,34/5559,76/18903,0.0032260105062682,0.0193380741314406,0.013636853255317,56917/7704/8828/23314/6491/3911/4212/4091/4089/9980/7547/26005/1499/4087/10409/7490/5727/441478/134701/57669/2066/4762/2263/1947/8829/4090/7474/7471/6926/6911/7476/6493/163589/6997,34
GO:0030032,lamellipodium assembly,34/5559,73/18903,0.0014056313515715,0.010265019872031,0.0072387027118802,7414/8440/6624/832/1785/3320/3983/10451/10677/50649/5879/2241/10163/26053/84448/10787/55604/25876/10096/55704/10810/10152/1969/9353/3688/7410/7401/221178/998/7471/84962/10097/2039/79647,34
GO:0120193,tight junction organization,34/5559,81/18903,0.0105679427171411,0.0487576756262948,0.0343830136893056,51208/1739/79977/7481/79629/51599/6801/6615/4301/10207/324/56288/50848/79778/79987/1365/10015/5339/1003/2131/71/9080/5583/6093/8777/6722/10686/6904/1969/100132463/1364/3551/3605/5175,34
GO:0045665,negative regulation of neuron differentiation,34/5559,73/18903,0.0014056313515715,0.010265019872031,0.0072387027118802,4854/5909/5978/1656/3280/2309/55755/10363/351/58190/152330/64843/5087/57540/10215/9043/2932/2737/6662/6658/10220/10660/4851/3688/1977/89780/2290/30812/387/182/57534/4821/85458/22882,34
GO:0031122,cytoplasmic microtubule organization,33/5559,62/18903,7.20196770872575e-05,0.0010981723811177,0.0007744109112704,5048/440193/23332/1739/7430/29911/8312/8766/7461/57606/157922/10844/79768/667/83473/153241/1263/10345/5108/1855/57562/55704/4926/10300/11104/1778/50861/9748/387/6249/55835/283234/3985,33
GO:0035924,cellular response to vascular endothelial growth factor stimulus,33/5559,74/18903,0.0039107143764758,0.0224613603991712,0.0158393371333853,25960/5606/493/57556/3315/1432/7422/8828/54567/5156/116150/9508/7412/5293/5970/1960/2619/406991/2296/2321/9270/3164/3791/301/967/10253/4851/81792/6091/5291/8829/7498/5587,33
GO:0042093,T-helper cell differentiation,33/5559,68/18903,0.0006754184890671,0.0059595749035339,0.0042025823187548,54542/5590/602/6095/5971/3718/6461/604/51176/51043/6774/9655/3726/5734/161882/406991/3566/942/84766/5914/301/3142/1880/3123/4092/84695/3662/59067/80149/6778/84807/10892/3146,33
GO:0045685,regulation of glial cell differentiation,33/5559,76/18903,0.0064342139592961,0.032910927864758,0.0232081794049155,9948/6009/4192/3280/2043/7852/9572/3949/79727/90865/4916/11221/27242/84630/26011/4825/6692/1499/9241/4763/10215/23405/3398/650/4851/1605/1600/118738/9682/5803/1959/4821/983,33
GO:0046847,filopodium assembly,33/5559,69/18903,0.0009327123954295,0.0075574969534116,0.005329407480325,5898/27067/6624/832/7430/5064/26051/84687/9750/89846/9513/50649/54874/121512/7226/4651/57451/116985/375790/10178/25876/8976/6722/54828/2823/22871/653464/221178/387804/998/8829/2245/2039,33
GO:0050772,positive regulation of axonogenesis,33/5559,78/18903,0.0101890607670501,0.0472461840024969,0.0333171376703042,5048/6792/9175/1954/3984/7422/23499/1382/26230/118813/7074/627/1946/6092/5362/6722/6498/9353/89780/27185/5364/57611/6091/1826/57698/8829/23394/6387/6794/85458/140578/673/91584,33
GO:0051145,smooth muscle cell differentiation,33/5559,74/18903,0.0039107143764758,0.0224613603991712,0.0158393371333853,4773/2254/93145/7422/3280/90/80306/1499/4204/57591/406937/406991/5155/6722/6662/6495/1786/26057/4851/6935/27250/348093/93166/2263/4775/23411/1311/9444/2069/4772/6926/93649/30008,33
GO:0000271,polysaccharide biosynthetic process,33/5559,73/18903,0.0030025762212122,0.0182521519126705,0.0128710809326233,3340/55512/2997/2931/10728/2632/9572/1213/9653/5506/9334/9348/7360/3643/2131/8660/160/3479/89801/2932/5155/3038/208/2645/4790/5509/2132/3481/5499/10580/64579/2992/192134,33
GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",33/5559,70/18903,0.0012717493930746,0.0095603538290579,0.0067417852134409,54542/5590/602/6095/5971/3718/6461/604/51176/51043/6774/9655/3726/5734/161882/406991/3566/942/84766/5914/301/3142/1880/3123/4092/84695/3662/59067/80149/6778/84807/10892/3146,33
GO:0008088,axo-dendritic transport,33/5559,77/18903,0.008134125554162,0.0396861647687939,0.0279859515244322,5048/27067/84062/8943/4133/10013/3315/8936/6421/10749/547/351/66000/55638/1740/667/3192/10947/23291/23011/8120/6780/8546/7345/22906/1778/6683/3091/80208/23287/9638/6687/3281,33
GO:0016925,protein sumoylation,33/5559,64/18903,0.0001616033051379,0.0020466711260387,0.0014432747344942,10362/9759/79594/7329/2138/57178/55719/1958/54795/10401/10363/8535/405/1499/5970/100507650/8554/9063/5905/51588/10155/286053/79677/285498/6612/23137/53335/1959/54552/115426/84901/6613/84075,33
GO:0030865,cortical cytoskeleton organization,33/5559,61/18903,4.68421534970883e-05,0.0007668322082645,0.0005407559317684,5048/23221/9948/3993/1739/2037/7430/390/80206/29109/5879/54509/388/5881/10015/5339/10787/6093/9886/2036/5357/7429/22836/1020/22871/112464/27289/54443/387/3551/27183/2035/399,33
GO:0060420,regulation of heart growth,33/5559,76/18903,0.0064342139592961,0.032910927864758,0.0232081794049155,3720/7049/7528/2254/2931/657/2735/1432/5292/1525/861/10370/3516/10409/9241/7490/3479/9150/32/1906/9686/4851/9472/60485/23414/2066/407975/2263/3776/6910/2539/983/5465,33
GO:0060675,ureteric bud morphogenesis,33/5559,66/18903,0.0003401361882826,0.0035906357028198,0.0025320500810909,1739/7481/2138/7422/3280/3911/4089/2719/9653/1499/10736/56998/186/9241/7490/5087/5727/2297/2737/2253/6662/7849/650/6495/8642/342184/30812/6299/2246/7475/7471/6608/9500,33
GO:0072171,mesonephric tubule morphogenesis,33/5559,67/18903,0.000482646784219,0.0046533210137708,0.0032814361649129,1739/7481/2138/7422/3280/3911/4089/2719/9653/1499/10736/56998/186/9241/7490/5087/5727/2297/2737/2253/6662/7849/650/6495/8642/342184/30812/6299/2246/7475/7471/6608/9500,33
GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,33/5559,63/18903,0.0001087919663312,0.001522143563637,0.0010733875705386,5590/55737/1739/2239/8766/5906/2693/1948/1742/6616/59283/2059/23426/6809/4218/22883/160/1175/4983/1741/59284/8650/102/1173/160622/5584/1605/5534/112755/55914/84896/10082/388336,33
GO:1902373,negative regulation of mRNA catabolic process,33/5559,70/18903,0.0012717493930746,0.0095603538290579,0.0067417852134409,7812/4904/1994/26986/10644/2521/3183/1153/23185/1432/7538/10643/10140/3192/115572/10642/10605/10949/3182/9641/6556/1869/11044/23367/54855/9967/10758/64282/7186/25819/51594/8313/79048,33
GO:1904377,positive regulation of protein localization to cell periphery,33/5559,67/18903,0.000482646784219,0.0046533210137708,0.0032814361649129,493/1739/2037/7430/84687/4035/342667/25921/6809/5780/57628/84455/10399/3675/27032/5583/5357/2181/7429/2770/4926/5170/1969/1956/3688/89780/5584/65267/10580/29899/6769/2035/5581,33
GO:1905515,non-motile cilium assembly,33/5559,65/18903,0.0002362439286884,0.0027307765950547,0.0019256932953457,4134/1785/10464/57096/6101/27031/989/8195/55212/221322/26005/100507003/80199/57545/57560/5108/80173/57562/1453/22994/27185/3754/55764/27152/10801/79659/8100/3784/9857/55835/57216/123016/200728,33
GO:0071479,cellular response to ionizing radiation,32/5559,75/18903,0.0097866235805997,0.0454127497085386,0.0320242336173962,672/64710/7520/1785/1432/894/1958/1026/580/388/472/144715/9577/598/2885/3014/406991/6422/85456/6154/5883/545/3309/23411/2002/54617/9575/25836/23514/4255/11200/2547,32
GO:0086065,cell communication involved in cardiac conduction,32/5559,61/18903,0.0001326744132195,0.0017902718938619,0.0012624667243374,5318/5144/51086/482/3270/54795/10021/805/817/1525/808/476/3728/6331/10345/2316/6262/8913/477/2697/781/776/29119/801/3784/3781/6910/1832/857/348980/783/55800,32
GO:0098900,regulation of action potential,32/5559,61/18903,0.0001326744132195,0.0017902718938619,0.0012624667243374,5318/8514/1739/6548/6869/6543/1268/148/2258/54795/948/10021/817/1525/3745/808/6335/3728/6331/2316/6262/9722/781/153396/784/29119/801/594857/1832/857/2257/348980,32
GO:0140238,presynaptic endocytosis,32/5559,66/18903,0.0008258376711221,0.0068465976590457,0.0048280944079537,8943/9892/6857/60/1785/6855/57030/1759/9829/29993/85439/6455/6622/808/71/6453/6093/10947/4983/8120/6861/84162/6457/1173/1020/22871/154664/11037/5532/57465/50618/6844,32
GO:1902017,regulation of cilium assembly,32/5559,67/18903,0.0011396121962906,0.0088029924144606,0.0062077079107114,6792/4134/10198/9696/1785/6101/7016/989/115704/51057/64422/2909/221908/153241/79874/3064/57787/80199/23224/9474/2932/23329/55704/4957/27152/10801/8100/2665/7419/1540/55835/3985,32
GO:0035065,regulation of histone acetylation,32/5559,65/18903,0.0005903460430787,0.0054164039514335,0.0038195481801949,55904/9031/672/4802/10664/4297/6418/23558/4089/6622/22976/26053/1487/55209/6879/4582/10865/4800/9474/56848/55011/10891/408/29117/25942/93624/4674/23411/93649/201163/114825/26155,32
GO:0045682,regulation of epidermis development,32/5559,66/18903,0.0008258376711221,0.0068465976590457,0.0048280944079537,8626/79977/54845/2146/3280/4610/8202/6431/7538/222223/474/23764/677/5727/4097/5583/2296/6093/55506/5467/8609/4488/4926/130120/26154/4851/126695/2810/2118/6820/29841/135228,32
