peak_id,chr,start,end,width,conc,conc_ctrl,conc_treat,fold,p_value,FDR,annotation,gene_chr,gene_start,gene_end,gene_len,gene_strand,gene_id,transcript_id,distance_to_tss
14541,chr1,74585819,74585929,111,3.670453,4.136126,2.978557,0.701316,0.0144467453635196,0.0471404424735765,"Intron (ENST00000612390.4/ENSG00000234497.5, intron 1 of 2)",1,74589735,74621719,31985,1,ENSG00000234497.5,ENST00000416017.1,-3806
14542,chr8,134980432,134980544,113,6.733317,6.982003,6.432647,0.514465,0.0144493811111145,0.0471458007811965,Promoter (1-2kb),8,134978827,134979279,453,2,ENSG00000244413.1,ENST00000460778.1,-1153
14543,chr8,32547749,32549496,1748,6.273693,5.981923,6.516266,-0.458226,0.0144520629599058,0.0471513087617143,Promoter (<=1kb),8,32548210,32760989,212780,1,ENSG00000157168.21,ENST00000523079.5,0
14544,chr1,163121228,163121353,126,3.177884,3.680617,2.399713,0.720861,0.0144547629901113,0.0471514067650267,"Intron (ENST00000469495.5/ENSG00000143248.13, intron 1 of 1)",1,163111121,163152716,41596,2,ENSG00000143248.13,ENST00000469495.5,31363
14545,chr17,33929124,33929450,327,3.660586,4.144587,2.92694,0.706987,0.0144551919733574,0.0471514067650267,"Intron (ENST00000359872.6/ENSG00000108684.15, intron 1 of 9)",17,33827757,33932685,104929,2,ENSG00000279668.4,ENST00000637947.1,3235
14546,chrX,105341218,105341328,111,5.185303,5.477826,4.81798,0.566936,0.0144556701117108,0.0471514067650267,"Intron (ENST00000372582.6/ENSG00000189108.13, intron 5 of 10)",23,105405647,105407039,1393,1,ENSG00000181819.14,ENST00000512203.1,-64319
14547,chr2,118513905,118514019,115,4.406379,4.76906,3.920754,0.641765,0.014456964980286,0.0471514067650267,Distal Intergenic,2,118182939,118222250,39312,2,ENSG00000226856.9,ENST00000647942.1,-291655
14548,chr16,57535718,57537201,1484,6.550262,6.273473,6.782399,-0.451212,0.0144570617437533,0.0471514067650267,Promoter (<=1kb),16,57512181,57536571,24391,2,ENSG00000135736.6,ENST00000258214.3,0
14549,chr10,8049972,8050769,798,4.463091,4.8808,3.87277,0.638924,0.0144622957120018,0.0471652352012553,Promoter (<=1kb),10,8051541,8053084,1544,1,ENSG00000232638.1,ENST00000418270.1,-772
14550,chr6,118390944,118391053,110,5.172287,5.456356,4.818221,0.578078,0.0144783340447044,0.0472135287058981,Distal Intergenic,6,118452469,118454992,2524,2,ENSG00000216809.1,ENST00000407450.1,63939
14551,chr6,148610692,148610804,113,7.322101,7.558727,7.038901,0.481591,0.0144790940861474,0.0472135287058981,Distal Intergenic,6,148647707,148648597,891,2,ENSG00000231368.1,ENST00000442343.1,37793
14552,chr2,24349105,24349215,111,4.197893,4.567811,3.699146,0.669213,0.0144811440235385,0.0472169682262819,"Intron (ENST00000361999.7/ENSG00000198399.16, intron 1 of 38)",2,24202864,24360309,157446,2,ENSG00000198399.16,ENST00000361999.7,11094
14553,chr7,128552120,128552241,122,9.12911,9.419674,8.764877,0.54204,0.0144827008357203,0.0472187995089162,"Intron (ENST00000605862.6/ENSG00000242588.7, intron 2 of 21)",7,128570241,128570688,448,2,ENSG00000213280.2,ENST00000393266.2,18447
14554,chr14,63398887,63398996,110,4.102531,4.49483,3.561997,0.667823,0.0144913309658966,0.0472422311995772,"Intron (ENST00000337537.8/ENSG00000154001.14, intron 5 of 13)",14,63384531,63453776,69246,2,ENSG00000154001.14,ENST00000556150.1,54780
14555,chr6,21836898,21837429,532,4.023372,3.407926,4.453414,-0.687932,0.0144918790066988,0.0472422311995772,"Intron (ENST00000685576.1/ENSG00000272168.10, intron 5 of 12)",6,21822536,21822737,202,1,ENSG00000280443.1,ENST00000624804.1,14362
14556,chr17,4939659,4940869,1211,6.175545,5.885379,6.417009,-0.459531,0.014495799235342,0.0472516576866582,Promoter (<=1kb),17,4940008,4945191,5184,1,ENSG00000108523.16,ENST00000571816.5,0
14557,chr5,6745456,6745589,134,5.212827,5.496126,4.859959,0.561895,0.0144967623702724,0.0472516576866582,Promoter (<=1kb),5,6745915,6749657,3743,1,ENSG00000112941.14,ENST00000511764.5,-326
14558,chr19,53333130,53334319,1190,6.09656,5.781724,6.354846,-0.477721,0.0145024941067304,0.047267093033119,Promoter (<=1kb),19,53333749,53354869,21121,1,ENSG00000213799.13,ENST00000595091.6,0
14559,chr3,147010859,147010974,116,4.729433,5.048785,4.318679,0.620129,0.0145046129956631,0.0472680244167636,"Intron (ENST00000473299.1/ENSG00000243620.2, intron 3 of 5)",3,146996607,146996713,107,2,ENSG00000207156.1,ENST00000384427.1,-14146
14560,chr20,53331430,53331981,552,3.949111,3.349776,4.371282,-0.688295,0.0145047722877272,0.0472680244167636,"Intron (ENST00000371497.10/ENSG00000182463.16, intron 2 of 2)",20,53255979,53491063,235085,1,ENSG00000182463.16,ENST00000605656.2,75451
14561,chr10,99370710,99370821,112,7.890369,8.13753,7.591929,0.487365,0.0145077112477314,0.0472743550087465,Promoter (2-3kb),10,99368337,99377328,8992,1,ENSG00000119946.12,ENST00000488090.1,2373
14562,chr18,54060292,54060402,111,4.796865,5.116265,4.386031,0.607936,0.0145094959589066,0.0472769237919378,Distal Intergenic,18,54142133,54142577,445,1,ENSG00000264296.1,ENST00000578241.1,-81731
14563,chr6,33580138,33580850,713,5.490689,5.125363,5.781947,-0.529645,0.014510823313394,0.0472780020994246,Promoter (<=1kb),6,33572547,33580293,7747,2,ENSG00000030110.14,ENST00000442998.6,0
14564,chrX,96684404,96685918,1515,5.488132,5.8064,5.079175,0.559025,0.01451718645368,0.047295486326161,Promoter (<=1kb),23,96684712,97469835,785124,1,ENSG00000147202.19,ENST00000373049.8,0
14565,chr3,129892824,129894129,1306,6.332755,6.019771,6.589796,-0.483547,0.0145230598492469,0.0473113727241377,Promoter (<=1kb),3,129647792,129893711,245920,2,ENSG00000172765.19,ENST00000393238.8,0
14566,chr19,3500417,3501208,792,4.874124,4.449404,5.201831,-0.604217,0.0145290228038707,0.0473263039950333,Promoter (<=1kb),19,3490821,3500637,9817,2,ENSG00000129932.10,ENST00000672935.1,0
14567,chr22,30649448,30649705,258,3.666816,2.889058,4.169379,-0.705818,0.0145296381363946,0.0473263039950333,"Intron (ENST00000406566.1/ENSG00000100036.13, intron 2 of 2)",22,30653877,30654814,938,2,ENSG00000250318.1,ENST00000510957.1,5109
14568,chrX,79119568,79119682,115,9.24715,9.529057,8.896442,0.529143,0.0145375448098838,0.0473488073956183,Distal Intergenic,23,79144688,79175318,30631,1,ENSG00000147138.3,ENST00000645147.2,-25006
14569,chr6,43667092,43668898,1807,6.64907,6.392551,6.866791,-0.420394,0.0145404393609743,0.0473549843365715,"Intron (ENST00000372163.5/ENSG00000172426.16, intron 4 of 4)",6,43671202,43687791,16590,2,ENSG00000096080.12,ENST00000372133.8,18893
14570,chr9,118731015,118731125,111,3.464351,3.94538,2.737595,0.711154,0.0145429553032663,0.0473599274694152,Promoter (1-2kb),9,118687758,118732772,45015,2,ENSG00000225050.2,ENST00000670605.1,1647
14571,chr13,50434670,50434779,110,4.789767,5.125537,4.351361,0.623516,0.0145451832717151,0.0473639321855972,"Intron (ENST00000461527.7/ENSG00000176124.15, intron 5 of 5)",13,50415090,50533861,118772,1,ENSG00000176124.15,ENST00000460525.6,19580
14572,chr2,6214067,6214177,111,4.172677,4.549413,3.661395,0.665545,0.0145486660350152,0.0473696104357381,Distal Intergenic,2,6302314,6314880,12567,2,ENSG00000234275.4,ENST00000660708.1,100703
14573,chr7,32998063,32998880,818,4.577254,4.998198,3.980406,0.638663,0.0145489237244986,0.0473696104357381,Promoter (<=1kb),7,32998539,33005371,6833,1,ENSG00000122642.11,ENST00000475220.1,0
14574,chr3,191787253,191787366,114,2.911628,3.52781,1.813701,0.715141,0.014551518392464,0.0473748075123941,Distal Intergenic,3,191641135,191641237,103,1,ENSG00000201860.1,ENST00000364990.1,146118
14575,chr8,116084487,116084596,110,4.300657,4.681796,3.781192,0.646209,0.0145586552167623,0.0473947905814707,"Intron (ENST00000505156.2/ENSG00000249917.3, intron 7 of 13)",8,116022686,116022779,94,2,ENSG00000199450.1,ENST00000362580.1,-61708
14576,chr10,97222342,97222583,242,3.850773,4.308851,3.175672,0.685044,0.0145609732762723,0.0473990847977886,3' UTR,10,97195907,97203721,7815,1,ENSG00000286683.1,ENST00000656148.1,26435
14577,chr4,149049189,149049300,112,5.194843,5.490396,4.82272,0.59652,0.0145636349795733,0.0474020147337045,"Intron (ENST00000507849.1/ENSG00000249752.1, intron 1 of 3)",4,149027445,149062522,35078,2,ENSG00000249752.1,ENST00000507849.1,13222
14578,chr4,188046179,188046295,117,7.67416,7.939018,7.349493,0.519071,0.0145638714126611,0.0474020147337045,Distal Intergenic,4,188002708,188005045,2338,1,ENSG00000179059.10,ENST00000618147.1,43471
14579,chr2,70976948,70977661,714,4.426593,3.921492,4.799978,-0.638395,0.0145710535756546,0.0474221380106769,Promoter (<=1kb),2,70978380,70985499,7120,1,ENSG00000144031.12,ENST00000272421.10,-719
14580,chr10,59102152,59102267,116,4.911311,5.225773,4.508633,0.605943,0.014580560132293,0.047449822850277,Distal Intergenic,10,59088701,59089039,339,2,ENSG00000226888.2,ENST00000413972.2,-13113
14581,chr11,19771426,19772080,655,3.920054,3.212945,4.392493,-0.693105,0.0145822854826895,0.04745218308639,"Intron (ENST00000360655.8/ENSG00000166833.23, intron 1 of 37)",11,19777802,19880127,102326,1,ENSG00000166833.23,ENST00000534229.1,-5722
14582,chr4,33392377,33392493,117,8.826033,9.081558,8.515296,0.492255,0.0145863097537383,0.0474599234624619,Distal Intergenic,4,33400538,33400679,142,1,ENSG00000249766.1,ENST00000507715.1,-8045
14583,chr17,12326860,12326976,117,7.839185,8.086158,7.541018,0.489379,0.0145866646403027,0.0474599234624619,Distal Intergenic,17,12390738,12395177,4440,2,ENSG00000286617.1,ENST00000654149.1,68201
14584,chr14,70229927,70230302,376,4.04735,4.474746,3.437347,0.671737,0.014589221424153,0.0474649875297046,Promoter (<=1kb),14,70230224,70232426,2203,1,ENSG00000274330.1,ENST00000619152.1,0
14585,chr4,162050543,162050656,114,3.621493,4.08012,2.945191,0.705894,0.0145929118409483,0.0474737388432852,"Intron (ENST00000306100.10/ENSG00000168843.14, intron 2 of 15)",4,162022733,162047567,24835,1,ENSG00000249419.1,ENST00000513093.1,27810
14586,chr11,125874401,125874975,575,3.823523,4.316968,3.067673,0.691935,0.0146018443464537,0.0474984098749314,Promoter (<=1kb),11,125873449,125874528,1080,2,ENSG00000260209.1,ENST00000569238.1,0
14587,chr5,136202580,136203403,824,5.338714,5.898723,4.411087,0.719262,0.0146024975730405,0.0474984098749314,Distal Intergenic,5,136191468,136193162,1695,2,ENSG00000271824.2,ENST00000607574.2,-9418
14588,chr7,8222180,8222289,110,4.396151,4.778128,3.875122,0.635007,0.0146050981217155,0.0475008966939282,"Intron (ENST00000402384.8/ENSG00000003147.19, intron 4 of 13)",7,8218441,8218951,511,2,ENSG00000003147.19,ENST00000476942.1,-3229
14589,chr5,15845478,15845591,114,5.936231,6.187495,5.63178,0.530658,0.0146052643286907,0.0475008966939282,"Intron (ENST00000504595.2/ENSG00000183580.10, intron 2 of 3)",5,15927888,15939795,11908,1,ENSG00000183580.10,ENST00000329673.8,-82297
14590,chr1,3530724,3532014,1291,5.792781,5.462954,6.061058,-0.515237,0.0146095071492432,0.0475093311014897,Promoter (<=1kb),1,3487961,3531423,43463,2,ENSG00000162591.17,ENST00000697102.1,0
14591,chr11,129695626,129696350,725,5.184806,4.790931,5.493886,-0.566136,0.0146102899050272,0.0475093311014897,Distal Intergenic,11,129612116,129617269,5154,2,ENSG00000281097.1,ENST00000631195.1,-78357
14592,chr13,77979158,77979267,110,6.345147,6.591716,6.047569,0.517999,0.0146108615628254,0.0475093311014897,"Intron (ENST00000607862.5/ENSG00000234377.8, intron 1 of 2)",13,77939016,77975539,36524,2,ENSG00000233379.2,ENST00000435281.2,-3619
14593,chr20,6944878,6944991,114,5.293236,5.574004,4.944292,0.556129,0.0146224789896965,0.0475392308629886,Distal Intergenic,20,7069614,7146656,77043,1,ENSG00000232271.1,ENST00000425900.1,-124623
14594,chr19,4988744,4989163,420,4.03947,3.404121,4.479055,-0.678192,0.0146225594986341,0.0475392308629886,"Intron (ENST00000611640.4/ENSG00000127663.15, intron 1 of 23)",19,4969132,5113340,144209,1,ENSG00000127663.15,ENST00000381759.8,19612
14595,chrX,65034321,65035672,1352,5.755916,5.439448,6.015299,-0.503276,0.0146230626042261,0.0475392308629886,Promoter (<=1kb),23,65034788,65507876,473089,1,ENSG00000102053.13,ENST00000696368.1,0
14596,chr15,24954546,24955104,559,4.488776,3.976073,4.86628,-0.635007,0.0146265971038149,0.0475474636463284,Promoter (<=1kb),15,24954935,24976327,21393,1,ENSG00000128739.23,ENST00000584968.5,0
14597,chr2,150100929,150101038,110,5.367741,5.650504,5.015704,0.536793,0.0146286591102409,0.0475505831235937,Distal Intergenic,2,150150633,150166369,15737,2,ENSG00000286081.2,ENST00000652679.2,65331
14598,chr20,46008208,46008964,757,4.390752,3.870015,4.772571,-0.659866,0.0146295610444744,0.0475505831235937,Promoter (<=1kb),20,46008908,46016561,7654,1,ENSG00000100985.7,ENST00000372330.3,0
14599,chr11,105389854,105390387,534,4.349332,3.8073,4.742416,-0.667334,0.0146310029047471,0.0475520121805905,"Intron (ENST00000649856.1/ENSG00000255501.3, intron 2 of 7)",11,105352670,105352956,287,2,ENSG00000278640.1,ENST00000612667.1,-36898
14600,chr13,66931092,66931201,110,3.914063,4.333765,3.319725,0.681275,0.014632182139798,0.0475525875458313,"Intron (ENST00000377865.7/ENSG00000184226.15, intron 2 of 4)",13,66304956,66903605,598650,2,ENSG00000184226.15,ENST00000614931.1,-27487
14601,chr14,28225311,28225427,117,9.481496,9.773384,9.115175,0.541884,0.0146343143610328,0.047556259694698,Distal Intergenic,14,28264390,28265974,1585,1,ENSG00000197358.9,ENST00000550043.1,-38963
14602,chr7,37117205,37117639,435,3.99676,3.383208,4.425882,-0.678554,0.0146396298444194,0.0475682228212726,Promoter (<=1kb),7,37116779,37117185,407,1,ENSG00000224706.1,ENST00000448974.1,426
14603,chr16,53767793,53767903,111,4.504685,4.861161,4.030163,0.625817,0.014640000797906,0.0475682228212726,"Intron (ENST00000636491.1/ENSG00000140718.21, intron 2 of 9)",16,53826361,54040726,214366,1,ENSG00000140718.21,ENST00000563011.2,-58458
14604,chr8,94436300,94437537,1238,5.492134,5.124092,5.785113,-0.534748,0.0146432510085442,0.0475755254624353,Promoter (<=1kb),8,94378377,94436952,58576,2,ENSG00000265817.4,ENST00000517506.2,0
14605,chr1,15847149,15848051,903,5.432572,5.074326,5.71932,-0.536894,0.0146465315662802,0.0475829256937255,Promoter (<=1kb),1,15847707,15940456,92750,1,ENSG00000065526.13,ENST00000375759.8,0
14606,chr3,48655801,48656779,979,5.413533,5.062849,5.695424,-0.543823,0.014649199167009,0.0475880219938644,"Exon (ENST00000164024.5/ENSG00000008300.17, exon 2 of 35)",3,48636463,48662886,26424,2,ENSG00000008300.17,ENST00000164024.5,6107
14607,chr7,138001459,138002578,1120,7.229898,6.987686,7.437232,-0.415008,0.0146501061638926,0.0475880219938644,Promoter (<=1kb),7,138002324,138116866,114543,1,ENSG00000122787.15,ENST00000468877.2,0
14608,chr2,204205413,204205980,568,4.283302,3.735542,4.679372,-0.654849,0.0146535353012831,0.0475951934492688,Distal Intergenic,2,204219984,204234982,14999,2,ENSG00000237271.2,ENST00000653067.1,29002
14609,chr12,52069267,52070266,1000,6.269746,5.994186,6.50102,-0.454014,0.0146543201209823,0.0475951934492688,Promoter (<=1kb),12,52069976,52073903,3928,1,ENSG00000123395.15,ENST00000552544.5,0
14610,chr10,124934066,124934179,114,7.314895,7.566971,7.009251,0.506708,0.0146581164397157,0.0476042648070931,"Intron (ENST00000508096.1/ENSG00000249456.1, intron 1 of 1)",10,124942123,124988189,46067,1,ENSG00000019995.6,ENST00000359653.4,-7944
14611,chr7,51016393,51016503,111,5.618961,5.874799,5.30776,0.525675,0.0146651057898783,0.0476182708294896,Promoter (<=1kb),7,51017463,51022990,5528,1,ENSG00000228204.2,ENST00000582616.1,-960
14612,chr6,49220682,49220795,114,4.368096,4.747152,3.852512,0.642147,0.0146652220916343,0.0476182708294896,Distal Intergenic,6,49273600,49273794,195,1,ENSG00000217631.1,ENST00000402892.1,-52805
14613,chr13,61414624,61415688,1065,5.970959,6.256666,5.614339,0.495162,0.0146658724358504,0.0476182708294896,Promoter (<=1kb),13,61409685,61415849,6165,2,ENSG00000280165.2,ENST00000409204.5,161
14614,chr9,34178499,34179840,1342,6.320609,6.02888,6.563154,-0.468979,0.0146664434729,0.0476182708294896,Promoter (<=1kb),9,34179005,34251850,72846,1,ENSG00000165006.14,ENST00000625521.2,0
14615,chr2,94953855,94953964,110,7.14396,7.371943,6.873064,0.470936,0.0146675664534197,0.0476186584387177,Promoter (<=1kb),2,94953161,94953593,433,2,ENSG00000231331.1,ENST00000428055.1,-262
14616,chr2,228279918,228280031,114,7.193329,7.427034,6.914307,0.477369,0.0146700465472041,0.0476234515990518,Distal Intergenic,2,228352120,228353215,1096,2,ENSG00000203387.2,ENST00000428788.1,73184
14617,chr17,3667692,3669171,1480,6.897436,6.638309,7.117031,-0.427786,0.0146735811903175,0.0476316672585473,Promoter (<=1kb),17,3668812,3669665,854,1,ENSG00000127774.7,ENST00000248378.6,0
14618,chr8,77802686,77802796,111,4.778435,5.106055,4.353862,0.605204,0.0146747074137237,0.0476320643977537,Distal Intergenic,8,77504779,77516922,12144,1,ENSG00000254366.7,ENST00000655149.1,297907
14619,chr22,39349501,39350243,743,4.268806,3.725516,4.662547,-0.653557,0.0146777829690327,0.047638788310737,Promoter (<=1kb),22,39349925,39378389,28465,1,ENSG00000100321.15,ENST00000318801.8,0
14620,chr15,69769428,69769690,263,3.617112,2.840336,4.119269,-0.710381,0.0146794883200219,0.0476404405944328,"Intron (ENST00000647319.1/ENSG00000245750.11, intron 9 of 11)",15,69748674,69755747,7074,2,ENSG00000289525.2,ENST00000687931.2,-13681
14621,chr6,28330889,28330998,110,5.204404,5.488062,4.850979,0.569278,0.0146812877357128,0.0476404405944328,"Intron (ENST00000439158.5/ENSG00000235109.8, intron 1 of 3)",6,28324693,28326717,2025,2,ENSG00000235109.8,ENST00000481934.1,-4172
14622,chr6,55472962,55473074,113,3.911601,4.327953,3.324004,0.683939,0.0146813042145464,0.0476404405944328,"Intron (ENST00000274901.9/ENSG00000146151.14, intron 7 of 8)",6,55435419,55439728,4310,2,ENSG00000146151.14,ENST00000507223.1,-33234
14623,chr16,20900240,20901298,1059,6.372238,6.103388,6.598769,-0.450965,0.0146847205297642,0.0476482677765337,Promoter (<=1kb),16,20900411,20921463,21053,1,ENSG00000102897.10,ENST00000567165.5,0
14624,chr5,135028786,135029470,685,4.450873,3.958929,4.817051,-0.638779,0.0146863463966409,0.0476502847256441,Promoter (2-3kb),5,135029287,135032010,2724,2,ENSG00000069011.16,ENST00000504936.1,2540
14625,chr8,74206640,74206751,112,6.147999,6.38079,5.870278,0.498149,0.0146935837506922,0.0476669896033339,"Intron (ENST00000668834.1/ENSG00000253983.3, intron 2 of 2)",8,74199396,74208441,9046,1,ENSG00000253983.3,ENST00000522339.2,7244
14626,chr5,176388013,176389665,1653,7.072765,6.833103,7.278228,-0.402127,0.0146939407423721,0.0476669896033339,Promoter (<=1kb),5,176383946,176388598,4653,2,ENSG00000048162.22,ENST00000614830.5,0
14627,chr7,48804585,48804695,111,6.476985,6.714037,6.193173,0.502423,0.0146945909007083,0.0476669896033339,Distal Intergenic,7,48847766,48851625,3860,1,ENSG00000279578.1,ENST00000622993.1,-43071
14628,chr16,63203561,63203675,115,4.473419,4.828462,4.001444,0.640856,0.0146966809936292,0.0476669896033339,Distal Intergenic,16,63180610,63181071,462,2,ENSG00000261199.1,ENST00000566646.1,-22490
14629,chr7,98049037,98049509,473,4.657015,4.182284,5.013609,-0.627782,0.0146973174474048,0.0476669896033339,Distal Intergenic,7,97998325,97998622,298,1,ENSG00000277946.1,ENST00000584358.2,50712
14630,chr5,17882845,17883496,652,4.444859,4.866701,3.84619,0.641741,0.0146980941160136,0.0476669896033339,"Intron (ENST00000511596.5/ENSG00000249937.9, intron 2 of 4)",5,17850194,17926947,76754,1,ENSG00000249937.9,ENST00000657374.1,32651
14631,chr2,111705427,111706655,1229,6.056518,5.732283,6.321088,-0.492922,0.0146985273327933,0.0476669896033339,"Intron (ENST00000643447.1/ENSG00000153107.13, intron 9 of 11)",2,111429324,111699033,269710,2,ENSG00000285016.1,ENST00000644013.1,-6394
14632,chr10,82236972,82237088,117,5.237083,5.518294,4.887454,0.57858,0.0147059366925955,0.0476821910004038,"Intron (ENST00000372141.7/ENSG00000185737.13, intron 1 of 8)",10,82232250,82232920,671,2,ENSG00000225738.2,ENST00000505481.1,-4052
